price,room_type,longitude,latitude,neighbourhood_group,calculated_host_listings_count,availability_365,room_type_code,neighbourhood_group_code
148,Entire home/apt,-73.82518,40.76407,Queens,1,77,0,3
110,Private room,-73.98223,40.73091,Manhattan,2,0,1,2
110,Private room,-73.97033,40.78729,Manhattan,1,0,1,2
43,Private room,-73.90954,40.75811,Queens,2,1,1,3
170,Entire home/apt,-73.95449,40.79969,Manhattan,1,0,0,2
65,Private room,-73.96121,40.65516,Brooklyn,3,297,1,1
90,Private room,-73.93282,40.79477,Manhattan,1,0,1,2
159,Entire home/apt,-73.95759,40.77057,Manhattan,87,344,0,2
175,Entire home/apt,-73.90897,40.7087,Queens,1,0,0,3
60,Private room,-73.93749,40.69848,Brooklyn,1,16,1,1
35,Private room,-73.97774,40.64382,Brooklyn,1,0,1,1
148,Entire home/apt,-73.91628,40.68824,Brooklyn,2,4,0,1
110,Entire home/apt,-73.94554,40.82154,Manhattan,1,0,0,2
115,Private room,-73.93982,40.80893,Manhattan,2,0,1,2
85,Private room,-73.98873,40.71426,Manhattan,10,344,1,2
50,Private room,-73.95175,40.8152,Manhattan,1,0,1,2
120,Entire home/apt,-73.97331,40.79221,Manhattan,1,0,0,2
300,Private room,-73.8585,40.83439,Bronx,1,0,1,0
200,Entire home/apt,-74.00057,40.67584,Brooklyn,1,23,0,1
319,Private room,-73.9677,40.69075,Brooklyn,11,365,1,1
100,Private room,-73.94822,40.77669,Manhattan,1,0,1,2
200,Entire home/apt,-73.9575,40.72017,Brooklyn,1,263,0,1
80,Private room,-73.93793,40.69592,Brooklyn,2,0,1,1
120,Entire home/apt,-74.01058,40.67844,Brooklyn,1,193,0,1
239,Entire home/apt,-73.96226,40.77112,Manhattan,1,185,0,2
71,Private room,-73.97841,40.7277,Manhattan,1,129,1,2
120,Entire home/apt,-73.96847,40.75643,Manhattan,2,0,0,2
145,Private room,-73.96159,40.80015,Manhattan,1,0,1,2
95,Private room,-73.9639,40.6926,Brooklyn,1,0,1,1
100,Private room,-73.83193,40.76047,Queens,1,0,1,3
65,Private room,-73.74795,40.76962,Queens,3,89,1,3
60,Private room,-73.95285,40.72402,Brooklyn,1,89,1,1
100,Entire home/apt,-73.94619,40.8235,Manhattan,1,1,0,2
47,Private room,-73.7667,40.6004,Queens,2,303,1,3
126,Entire home/apt,-73.98992,40.71509,Manhattan,1,3,0,2
25,Private room,-73.8757,40.83555,Bronx,2,119,1,0
114,Private room,-73.99465,40.75684,Manhattan,2,67,1,2
185,Entire home/apt,-73.96871,40.7557,Manhattan,1,0,0,2
165,Entire home/apt,-73.95442,40.81138,Manhattan,1,0,0,2
60,Private room,-73.91512,40.6897,Brooklyn,1,0,1,1
225,Entire home/apt,-74.00482,40.73309,Manhattan,1,3,0,2
150,Entire home/apt,-73.95544,40.77421,Manhattan,1,0,0,2
55,Private room,-73.92577,40.74351,Queens,2,353,1,3
125,Private room,-73.98441,40.76616,Manhattan,1,0,1,2
59,Private room,-73.99228,40.64103,Brooklyn,1,109,1,1
95,Private room,-73.9169,40.76705,Queens,2,0,1,3
75,Private room,-73.96318,40.64356,Brooklyn,1,78,1,1
85,Private room,-73.94746,40.81821,Manhattan,4,309,1,2
75,Private room,-73.94933,40.67249,Brooklyn,1,0,1,1
130,Private room,-73.97979,40.6749,Brooklyn,1,0,1,1
70,Private room,-73.94584,40.81899,Manhattan,4,292,1,2
128,Entire home/apt,-73.95101,40.77585,Manhattan,1,0,0,2
130,Entire home/apt,-73.9405,40.84334,Manhattan,1,116,0,2
120,Entire home/apt,-73.94717,40.81042,Manhattan,1,0,0,2
69,Private room,-73.97346,40.68569,Brooklyn,1,0,1,1
47,Private room,-73.96446,40.80003,Manhattan,1,0,1,2
181,Entire home/apt,-73.98534,40.72236,Manhattan,1,0,0,2
48,Private room,-73.9064,40.6897,Brooklyn,4,179,1,1
50,Private room,-73.95476,40.81978,Manhattan,1,0,1,2
60,Private room,-73.83547,40.75547,Queens,3,76,1,3
58,Private room,-73.83011,40.75379,Queens,3,88,1,3
99,Private room,-73.99671,40.75133,Manhattan,1,101,1,2
150,Entire home/apt,-73.9109,40.74371,Queens,3,200,0,3
225,Entire home/apt,-73.95202,40.724,Brooklyn,1,0,0,1
40,Private room,-73.88739,40.66739,Brooklyn,3,364,1,1
130,Entire home/apt,-74.03514,40.61902,Brooklyn,1,165,0,1
35,Private room,-73.7688,40.75433,Queens,3,318,1,3
169,Entire home/apt,-73.95909,40.77122,Manhattan,87,344,0,2
150,Private room,-73.9366,40.79567,Manhattan,2,305,1,2
169,Entire home/apt,-73.99812,40.75121,Manhattan,121,282,0,2
37,Private room,-73.95391,40.67335,Brooklyn,4,67,1,1
125,Entire home/apt,-73.95422,40.77606,Manhattan,5,342,0,2
62,Private room,-73.9193,40.67941,Brooklyn,1,0,1,1
120,Entire home/apt,-73.96109,40.6859,Brooklyn,1,8,0,1
55,Private room,-73.94504,40.68254,Brooklyn,1,0,1,1
250,Entire home/apt,-73.94414,40.62187,Brooklyn,1,0,0,1
45,Private room,-73.93721,40.69358,Brooklyn,1,0,1,1
120,Private room,-73.93325,40.69261,Brooklyn,1,357,1,1
55,Private room,-73.96707,40.68628,Brooklyn,1,0,1,1
140,Entire home/apt,-73.98593,40.72982,Manhattan,1,0,0,2
100,Private room,-73.95606,40.7257,Brooklyn,1,0,1,1
80,Private room,-73.98862,40.72269,Manhattan,1,28,1,2
70,Entire home/apt,-73.96061,40.67541,Brooklyn,1,0,0,1
189,Entire home/apt,-73.92879,40.68747,Brooklyn,1,17,0,1
200,Private room,-73.82405,40.77317,Queens,7,35,1,3
45,Private room,-73.88704,40.66756,Brooklyn,3,333,1,1
275,Entire home/apt,-73.99805,40.73366,Manhattan,1,235,0,2
150,Entire home/apt,-73.97573,40.75001,Manhattan,50,364,0,2
150,Entire home/apt,-73.97701,40.74872,Manhattan,50,364,0,2
65,Private room,-73.91081,40.63928,Brooklyn,2,365,1,1
150,Entire home/apt,-73.977,40.74877,Manhattan,50,364,0,2
195,Entire home/apt,-73.97683,40.74839,Manhattan,50,364,0,2
59,Private room,-73.95419,40.68212,Brooklyn,1,0,1,1
43,Private room,-73.85832,40.70404,Queens,2,301,1,3
160,Entire home/apt,-73.94163,40.72268,Brooklyn,1,42,0,1
95,Private room,-73.80241,40.75602,Queens,2,0,1,3
190,Entire home/apt,-73.95709,40.68634,Brooklyn,1,310,0,1
125,Entire home/apt,-73.96116,40.7717,Manhattan,91,347,0,2
165,Entire home/apt,-73.99804,40.68553,Brooklyn,1,0,0,1
135,Private room,-73.98209,40.7198,Manhattan,1,32,1,2
225,Entire home/apt,-73.91102,40.68019,Brooklyn,1,72,0,1
200,Entire home/apt,-73.94983,40.7284,Brooklyn,1,0,0,1
129,Entire home/apt,-73.986,40.76946,Manhattan,2,0,0,2
133,Entire home/apt,-73.96045,40.69195,Brooklyn,1,87,0,1
44,Private room,-73.92376,40.69472,Brooklyn,2,0,1,1
142,Entire home/apt,-73.9847,40.7269,Manhattan,1,0,0,2
55,Private room,-73.94841,40.81567,Manhattan,1,11,1,2
185,Entire home/apt,-73.93567,40.76761,Queens,1,15,0,3
110,Private room,-73.93048,40.75608,Queens,2,0,1,3
175,Entire home/apt,-73.97684,40.75017,Manhattan,50,364,0,2
222,Entire home/apt,-73.97665,40.74817,Manhattan,50,364,0,2
175,Entire home/apt,-73.97553,40.74876,Manhattan,50,344,0,2
175,Entire home/apt,-73.9753,40.74865,Manhattan,50,364,0,2
115,Entire home/apt,-73.94026,40.71433,Brooklyn,2,0,0,1
180,Private room,-73.96417,40.71866,Brooklyn,1,0,1,1
80,Private room,-73.99666,40.718,Manhattan,1,0,1,2
125,Entire home/apt,-73.94294,40.83638,Manhattan,2,323,0,2
125,Entire home/apt,-73.95259,40.68964,Brooklyn,2,0,0,1
86,Entire home/apt,-73.92109,40.77061,Queens,1,0,0,3
75,Private room,-73.95111,40.66788,Brooklyn,1,35,1,1
153,Entire home/apt,-73.961,40.76114,Manhattan,33,365,0,2
165,Entire home/apt,-74.00602,40.74226,Manhattan,1,2,0,2
55,Private room,-73.90229,40.70278,Queens,1,75,1,3
50,Private room,-73.78203,40.6841,Queens,4,155,1,3
45,Private room,-73.94426,40.82332,Manhattan,8,261,1,2
35,Private room,-73.75503,40.59382,Queens,1,0,1,3
90,Private room,-73.9152,40.71063,Queens,1,157,1,3
149,Private room,-73.99362,40.74337,Manhattan,1,274,1,2
175,Entire home/apt,-73.99975,40.74325,Manhattan,2,101,0,2
90,Entire home/apt,-73.91418,40.706,Queens,1,0,0,3
108,Entire home/apt,-73.9491,40.80475,Manhattan,4,213,0,2
78,Private room,-73.95036,40.71783,Brooklyn,3,0,1,1
50,Private room,-73.96013,40.81373,Manhattan,1,0,1,2
250,Entire home/apt,-73.92616,40.69952,Brooklyn,1,0,0,1
95,Entire home/apt,-73.9931,40.72105,Manhattan,1,0,0,2
85,Private room,-73.98458,40.71686,Manhattan,1,0,1,2
100,Private room,-73.95253,40.67212,Brooklyn,1,37,1,1
60,Private room,-73.91858,40.73554,Queens,1,179,1,3
160,Entire home/apt,-73.97126,40.75649,Manhattan,1,0,0,2
68,Private room,-73.9428,40.68904,Brooklyn,1,0,1,1
85,Private room,-73.94959,40.76301,Manhattan,2,195,1,2
198,Entire home/apt,-73.95988,40.71191,Brooklyn,3,298,0,1
290,Entire home/apt,-73.96525,40.70958,Brooklyn,1,0,0,1
48,Private room,-73.90059,40.6999,Queens,1,0,1,3
60,Shared room,-73.94175,40.84301,Manhattan,1,0,2,2
75,Private room,-73.914,40.67234,Brooklyn,1,35,1,1
250,Entire home/apt,-73.99771,40.7456,Manhattan,1,0,0,2
50,Private room,-73.95766,40.80305,Manhattan,1,188,1,2
90,Private room,-73.9578,40.67261,Brooklyn,1,0,1,1
155,Private room,-73.99155,40.7613,Manhattan,4,304,1,2
220,Entire home/apt,-73.99643,40.73386,Manhattan,1,0,0,2
250,Entire home/apt,-73.99341,40.72535,Manhattan,1,89,0,2
325,Entire home/apt,-73.91907,40.69237,Brooklyn,1,0,0,1
35,Private room,-73.93924,40.68527,Brooklyn,1,0,1,1
45,Private room,-73.82388,40.77241,Queens,7,57,1,3
96,Entire home/apt,-73.94865,40.80436,Manhattan,4,32,0,2
78,Private room,-73.92412,40.70796,Brooklyn,1,73,1,1
110,Private room,-73.9854,40.7248,Manhattan,1,93,1,2
37,Private room,-73.93989,40.69238,Brooklyn,1,0,1,1
135,Private room,-73.81353,40.70428,Queens,18,365,1,3
45,Private room,-73.9813,40.64388,Brooklyn,11,42,1,1
60,Private room,-73.99308,40.72229,Manhattan,1,0,1,2
125,Entire home/apt,-73.9439,40.80101,Manhattan,1,0,0,2
95,Private room,-73.93002,40.76505,Queens,1,177,1,3
115,Entire home/apt,-73.99877,40.68611,Brooklyn,1,0,0,1
250,Entire home/apt,-73.98671,40.73818,Manhattan,1,0,0,2
179,Private room,-73.97977,40.69269,Brooklyn,1,0,1,1
99,Entire home/apt,-73.94414,40.81986,Manhattan,1,18,0,2
65,Private room,-73.96259,40.61193,Brooklyn,1,364,1,1
125,Private room,-73.95188,40.81083,Manhattan,1,0,1,2
75,Private room,-73.95073,40.71321,Brooklyn,2,161,1,1
125,Entire home/apt,-73.95585,40.77179,Manhattan,1,2,0,2
295,Entire home/apt,-74.00713,40.73261,Manhattan,1,365,0,2
200,Entire home/apt,-73.97989,40.72374,Manhattan,2,0,0,2
200,Private room,-73.99306,40.73393,Manhattan,1,0,1,2
60,Private room,-73.92635,40.70033,Brooklyn,1,0,1,1
135,Private room,-73.81531,40.70288,Queens,18,365,1,3
135,Private room,-73.8141,40.70319,Queens,18,365,1,3
100,Private room,-73.99371,40.75703,Manhattan,2,45,1,2
250,Entire home/apt,-73.98455,40.67543,Brooklyn,3,174,0,1
125,Private room,-73.95031,40.74923,Queens,1,128,1,3
38,Private room,-73.9202,40.68639,Brooklyn,1,0,1,1
220,Entire home/apt,-73.96848,40.69427,Brooklyn,1,77,0,1
100,Private room,-73.95017,40.77832,Manhattan,1,0,1,2
150,Entire home/apt,-73.98621,40.67059,Brooklyn,2,0,0,1
58,Private room,-73.96703,40.69466,Brooklyn,2,0,1,1
160,Private room,-73.99036,40.76234,Manhattan,1,162,1,2
130,Entire home/apt,-73.90639,40.6832,Brooklyn,3,0,0,1
200,Entire home/apt,-73.9498,40.77398,Manhattan,1,0,0,2
35,Private room,-73.88631,40.85632,Bronx,2,357,1,0
45,Private room,-73.93932,40.8068,Manhattan,10,347,1,2
235,Entire home/apt,-73.95128,40.66282,Brooklyn,2,121,0,1
150,Private room,-73.98139,40.78138,Manhattan,1,197,1,2
35,Shared room,-73.90545,40.69241,Brooklyn,8,312,2,1
40,Private room,-73.91887,40.68863,Brooklyn,1,8,1,1
85,Entire home/apt,-73.88064,40.73698,Queens,1,0,0,3
253,Entire home/apt,-73.9847,40.76858,Manhattan,1,0,0,2
275,Entire home/apt,-73.96044,40.763,Manhattan,1,0,0,2
110,Private room,-74.002,40.74772,Manhattan,1,0,1,2
73,Entire home/apt,-73.95747,40.65711,Brooklyn,1,32,0,1
80,Private room,-73.91247,40.77823,Queens,1,0,1,3
170,Entire home/apt,-73.95109,40.77398,Manhattan,1,33,0,2
135,Entire home/apt,-73.90931,40.70626,Queens,1,325,0,3
120,Entire home/apt,-73.9441,40.7895,Manhattan,1,341,0,2
195,Entire home/apt,-73.96088,40.71153,Brooklyn,1,0,0,1
115,Entire home/apt,-74.12931,40.57641,Staten Island,1,71,0,4
70,Private room,-73.95608,40.68642,Brooklyn,2,0,1,1
200,Entire home/apt,-73.94467,40.81875,Manhattan,1,0,0,2
150,Entire home/apt,-74.01505,40.67503,Brooklyn,2,0,0,1
125,Private room,-73.97652,40.78642,Manhattan,1,54,1,2
75,Entire home/apt,-73.91333,40.70555,Queens,1,0,0,3
95,Entire home/apt,-73.94905,40.68744,Brooklyn,1,0,0,1
140,Private room,-73.98648,40.74624,Manhattan,4,148,1,2
83,Entire home/apt,-73.94971,40.80604,Manhattan,4,86,0,2
135,Private room,-73.98535,40.74465,Manhattan,4,103,1,2
231,Private room,-73.98484,40.74517,Manhattan,4,165,1,2
95,Private room,-73.92282,40.69779,Brooklyn,1,89,1,1
84,Entire home/apt,-73.91437,40.68701,Brooklyn,2,6,0,1
89,Entire home/apt,-73.89766,40.73007,Queens,2,143,0,3
55,Private room,-73.90788,40.67954,Brooklyn,3,146,1,1
155,Entire home/apt,-73.95694,40.76955,Manhattan,1,7,0,2
77,Private room,-73.91558,40.8459,Bronx,1,5,1,0
52,Private room,-73.95248,40.72868,Brooklyn,1,9,1,1
95,Entire home/apt,-73.9359,40.84195,Manhattan,1,0,0,2
250,Entire home/apt,-73.992,40.73295,Manhattan,1,43,0,2
45,Shared room,-73.92756,40.70614,Brooklyn,1,0,2,1
75,Private room,-73.95337,40.80674,Manhattan,2,182,1,2
100,Entire home/apt,-73.9191,40.69523,Brooklyn,1,0,0,1
100,Entire home/apt,-73.90256,40.73698,Queens,1,154,0,3
130,Entire home/apt,-73.99021,40.66977,Brooklyn,2,46,0,1
250,Private room,-74.01031,40.70571,Manhattan,1,365,1,2
250,Entire home/apt,-73.99461,40.72244,Manhattan,1,0,0,2
300,Entire home/apt,-74.01379,40.71646,Manhattan,1,0,0,2
100,Entire home/apt,-73.97776,40.75031,Manhattan,1,2,0,2
200,Entire home/apt,-74.00466,40.72655,Manhattan,1,0,0,2
120,Entire home/apt,-74.01404,40.64699,Brooklyn,1,90,0,1
55,Private room,-73.72435,40.73138,Queens,1,359,1,3
160,Private room,-73.9502,40.80421,Manhattan,4,236,1,2
85,Private room,-73.95836,40.67683,Brooklyn,1,0,1,1
100,Entire home/apt,-73.94396,40.72754,Brooklyn,1,24,0,1
85,Entire home/apt,-73.88326,40.66529,Brooklyn,2,151,0,1
40,Private room,-73.818,40.75602,Queens,4,314,1,3
150,Entire home/apt,-73.94947,40.63682,Brooklyn,1,44,0,1
230,Entire home/apt,-73.93891,40.81197,Manhattan,1,0,0,2
40,Private room,-73.95924,40.63258,Brooklyn,1,71,1,1
130,Entire home/apt,-73.99957,40.73213,Manhattan,1,7,0,2
50,Private room,-73.86872,40.72807,Queens,4,0,1,3
75,Entire home/apt,-73.97096,40.679,Brooklyn,1,0,0,1
43,Private room,-73.90828,40.70031,Queens,2,119,1,3
40,Private room,-73.90406,40.7745,Queens,1,363,1,3
255,Entire home/apt,-73.8996,40.74267,Queens,1,285,0,3
38,Private room,-73.94486,40.65261,Brooklyn,2,199,1,1
105,Private room,-73.98341,40.7303,Manhattan,2,0,1,2
130,Private room,-73.93742,40.68294,Brooklyn,1,64,1,1
35,Private room,-73.77259,40.67048,Queens,3,52,1,3
120,Private room,-73.98303,40.72615,Manhattan,2,17,1,2
68,Private room,-73.77269,40.66934,Queens,3,13,1,3
55,Private room,-73.9531,40.82096,Manhattan,1,0,1,2
49,Private room,-73.93827,40.7005,Brooklyn,1,0,1,1
55,Private room,-73.95365,40.71528,Brooklyn,1,30,1,1
298,Entire home/apt,-73.92824,40.67433,Brooklyn,1,265,0,1
29,Shared room,-73.90824,40.69731,Brooklyn,6,324,2,1
50,Private room,-73.92313,40.70177,Brooklyn,2,0,1,1
40,Private room,-73.91607,40.76898,Queens,1,0,1,3
150,Private room,-73.98184,40.71994,Manhattan,1,76,1,2
298,Entire home/apt,-73.94025,40.75323,Queens,2,187,0,3
175,Entire home/apt,-73.986,40.76913,Manhattan,2,0,0,2
60,Private room,-73.94153,40.69407,Brooklyn,2,49,1,1
250,Entire home/apt,-73.97984,40.77829,Manhattan,1,0,0,2
43,Private room,-73.95079,40.653,Brooklyn,1,312,1,1
265,Entire home/apt,-73.9587,40.68583,Brooklyn,1,144,0,1
60,Private room,-73.95097,40.66508,Brooklyn,1,126,1,1
180,Private room,-73.91583,40.76031,Queens,1,83,1,3
235,Entire home/apt,-73.97174,40.68779,Brooklyn,1,0,0,1
52,Private room,-73.88858,40.66071,Brooklyn,1,89,1,1
250,Entire home/apt,-73.97735,40.77816,Manhattan,1,3,0,2
130,Entire home/apt,-73.94119,40.75097,Queens,1,0,0,3
150,Private room,-73.98931,40.7617,Manhattan,2,60,1,2
50,Private room,-73.81436,40.69933,Queens,4,108,1,3
160,Entire home/apt,-73.91509,40.64185,Brooklyn,1,191,0,1
300,Entire home/apt,-73.9331,40.70529,Brooklyn,2,347,0,1
70,Private room,-73.94178,40.79242,Manhattan,1,80,1,2
130,Private room,-73.73104,40.6939,Queens,2,0,1,3
120,Private room,-73.73,40.69358,Queens,2,0,1,3
200,Entire home/apt,-73.98961,40.76197,Manhattan,1,200,0,2
80,Private room,-73.94813,40.7137,Brooklyn,2,0,1,1
170,Entire home/apt,-73.99977,40.74071,Manhattan,87,307,0,2
80,Private room,-73.90915,40.64162,Brooklyn,4,364,1,1
65,Entire home/apt,-73.73316,40.6598,Queens,1,65,0,3
60,Private room,-73.96194,40.67587,Brooklyn,1,0,1,1
100,Private room,-73.98472,40.72853,Manhattan,2,25,1,2
68,Shared room,-73.98468,40.72026,Manhattan,2,0,2,2
120,Entire home/apt,-73.94864,40.6654,Brooklyn,1,276,0,1
80,Private room,-73.98306,40.76174,Manhattan,1,137,1,2
100,Private room,-73.97353,40.73905,Manhattan,1,0,1,2
80,Private room,-73.90953,40.64126,Brooklyn,4,364,1,1
92,Entire home/apt,-73.93796,40.68368,Brooklyn,2,35,0,1
95,Entire home/apt,-73.93979,40.68294,Brooklyn,2,87,0,1
185,Entire home/apt,-73.94021,40.68613,Brooklyn,1,363,0,1
200,Entire home/apt,-73.95787,40.71198,Brooklyn,2,268,0,1
300,Entire home/apt,-73.97658,40.77869,Manhattan,1,99,0,2
99,Entire home/apt,-73.99061,40.76168,Manhattan,12,251,0,2
50,Private room,-73.90006,40.70706,Queens,2,178,1,3
135,Private room,-73.8151,40.70258,Queens,18,365,1,3
115,Entire home/apt,-73.99085,40.76037,Manhattan,12,341,0,2
135,Private room,-73.8138,40.70333,Queens,18,365,1,3
135,Private room,-73.81415,40.70259,Queens,18,365,1,3
135,Private room,-73.81526,40.70262,Queens,18,365,1,3
135,Private room,-73.81447,40.7045,Queens,18,355,1,3
135,Private room,-73.81418,40.70458,Queens,18,355,1,3
165,Private room,-73.8144,40.70423,Queens,18,362,1,3
165,Private room,-73.81585,40.70269,Queens,18,360,1,3
165,Private room,-73.81509,40.70426,Queens,18,362,1,3
165,Private room,-73.81579,40.70262,Queens,18,355,1,3
165,Private room,-73.81572,40.70475,Queens,18,355,1,3
135,Private room,-73.81542,40.70471,Queens,18,319,1,3
135,Private room,-73.81528,40.70455,Queens,18,309,1,3
50,Private room,-73.91084,40.77803,Queens,1,145,1,3
40,Private room,-73.96523,40.57536,Brooklyn,1,342,1,1
85,Private room,-73.98922,40.71818,Manhattan,2,0,1,2
130,Entire home/apt,-73.95014,40.68527,Brooklyn,1,91,0,1
150,Entire home/apt,-73.97933,40.78456,Manhattan,2,0,0,2
90,Private room,-73.98112,40.72308,Manhattan,1,0,1,2
121,Private room,-73.98244,40.72535,Manhattan,3,0,1,2
29,Private room,-73.88512,40.85579,Bronx,2,322,1,0
40,Shared room,-73.94087,40.76044,Queens,5,90,2,3
79,Private room,-73.99143,40.76068,Manhattan,1,0,1,2
115,Entire home/apt,-73.93502,40.76661,Queens,1,0,0,3
250,Entire home/apt,-73.98335,40.72508,Manhattan,1,0,0,2
149,Entire home/apt,-73.90034,40.87666,Bronx,1,146,0,0
50,Private room,-73.95742,40.71258,Brooklyn,1,0,1,1
85,Entire home/apt,-73.92345,40.66952,Brooklyn,2,99,0,1
180,Private room,-73.97175,40.75582,Manhattan,1,0,1,2
100,Entire home/apt,-73.96243,40.65258,Brooklyn,1,0,0,1
200,Entire home/apt,-73.99097,40.68661,Brooklyn,1,36,0,1
200,Entire home/apt,-73.94545,40.82296,Manhattan,2,101,0,2
119,Private room,-73.98374,40.69276,Brooklyn,1,0,1,1
70,Entire home/apt,-73.91493,40.77824,Queens,2,113,0,3
55,Private room,-73.90497,40.70516,Queens,2,171,1,3
250,Entire home/apt,-73.76114,40.6969,Queens,1,204,0,3
75,Private room,-73.97995,40.74524,Manhattan,1,0,1,2
40,Private room,-73.82873,40.74652,Queens,1,66,1,3
50,Private room,-73.93579,40.85051,Manhattan,1,0,1,2
37,Shared room,-73.86511,40.74807,Queens,6,361,2,3
90,Private room,-73.94366,40.71684,Brooklyn,3,310,1,1
150,Entire home/apt,-73.9122,40.68624,Brooklyn,1,59,0,1
140,Entire home/apt,-73.95421,40.71428,Brooklyn,1,214,0,1
48,Shared room,-73.94228,40.76024,Queens,5,90,2,3
80,Entire home/apt,-73.8498,40.72453,Queens,1,0,0,3
125,Private room,-73.9958,40.72817,Manhattan,3,63,1,2
188,Entire home/apt,-73.99115,40.71339,Manhattan,1,364,0,2
130,Private room,-73.93075,40.75595,Queens,2,34,1,3
100,Entire home/apt,-73.93798,40.80891,Manhattan,1,0,0,2
75,Private room,-73.88858,40.666,Brooklyn,1,88,1,1
249,Entire home/apt,-73.99368,40.75827,Manhattan,1,137,0,2
130,Private room,-74.00145,40.72883,Manhattan,1,145,1,2
90,Private room,-73.94772,40.79639,Manhattan,1,9,1,2
160,Private room,-73.98795,40.76602,Manhattan,1,88,1,2
85,Private room,-73.9179,40.87312,Manhattan,1,317,1,2
125,Entire home/apt,-73.97542,40.6785,Brooklyn,1,0,0,1
30,Private room,-73.91206,40.70818,Queens,1,0,1,3
200,Entire home/apt,-73.92553,40.70442,Brooklyn,1,0,0,1
200,Private room,-73.81569,40.76484,Queens,1,365,1,3
90,Private room,-73.99121,40.69252,Brooklyn,1,108,1,1
148,Entire home/apt,-73.98574,40.73305,Manhattan,1,0,0,2
99,Entire home/apt,-74.02196,40.64191,Brooklyn,2,137,0,1
148,Entire home/apt,-73.95927,40.7176,Brooklyn,3,272,0,1
89,Private room,-73.97159,40.80049,Manhattan,1,0,1,2
120,Entire home/apt,-73.90482,40.74377,Queens,1,287,0,3
36,Private room,-73.90641,40.68809,Brooklyn,3,0,1,1
100,Private room,-73.88005,40.7478,Queens,3,165,1,3
60,Private room,-73.94214,40.69369,Brooklyn,2,89,1,1
200,Entire home/apt,-73.93756,40.80832,Manhattan,1,0,0,2
200,Private room,-73.94557,40.71608,Brooklyn,3,42,1,1
80,Private room,-73.91779,40.82706,Bronx,1,88,1,0
90,Private room,-73.9441,40.71619,Brooklyn,3,0,1,1
80,Private room,-73.82401,40.77221,Queens,7,122,1,3
83,Private room,-73.82896,40.6868,Queens,2,42,1,3
71,Entire home/apt,-73.96096,40.63605,Brooklyn,1,0,0,1
140,Entire home/apt,-73.98056,40.72935,Manhattan,1,0,0,2
180,Entire home/apt,-73.99563,40.69689,Brooklyn,1,0,0,1
120,Entire home/apt,-73.95569,40.71982,Brooklyn,1,0,0,1
65,Private room,-73.94289,40.71817,Brooklyn,2,53,1,1
69,Entire home/apt,-73.93827,40.68409,Brooklyn,1,5,0,1
170,Entire home/apt,-74.00476,40.72706,Manhattan,1,6,0,2
70,Private room,-73.95857,40.71239,Brooklyn,1,0,1,1
150,Private room,-73.94229,40.72205,Brooklyn,3,0,1,1
67,Entire home/apt,-73.73737,40.70601,Queens,1,134,0,3
96,Entire home/apt,-73.78506,40.66875,Queens,1,307,0,3
57,Private room,-73.98058,40.73684,Manhattan,1,242,1,2
29,Private room,-73.88521,40.85456,Bronx,2,360,1,0
120,Entire home/apt,-73.95086,40.68533,Brooklyn,1,22,0,1
100,Private room,-73.94409,40.66066,Brooklyn,3,358,1,1
190,Entire home/apt,-73.91489,40.67752,Brooklyn,5,24,0,1
200,Entire home/apt,-73.97986,40.68497,Brooklyn,1,3,0,1
70,Private room,-73.94226,40.65894,Brooklyn,3,358,1,1
49,Private room,-73.8614,40.82407,Bronx,2,184,1,0
70,Private room,-73.94423,40.65909,Brooklyn,3,60,1,1
70,Private room,-73.95452,40.6891,Brooklyn,2,49,1,1
237,Entire home/apt,-73.94114,40.80641,Manhattan,1,89,0,2
129,Private room,-73.96307,40.71561,Brooklyn,2,84,1,1
72,Private room,-73.96741,40.80246,Manhattan,1,0,1,2
90,Private room,-73.98527,40.76587,Manhattan,1,0,1,2
130,Entire home/apt,-73.99128,40.66489,Brooklyn,1,5,0,1
160,Entire home/apt,-73.92726,40.68417,Brooklyn,1,171,0,1
175,Entire home/apt,-73.9753,40.74871,Manhattan,50,365,0,2
58,Entire home/apt,-74.16162,40.58508,Staten Island,1,0,0,4
115,Entire home/apt,-73.94861,40.777,Manhattan,1,0,0,2
300,Entire home/apt,-73.97862,40.7487,Manhattan,3,294,0,2
104,Private room,-73.99996,40.73025,Manhattan,2,0,1,2
49,Shared room,-73.98544,40.73666,Manhattan,2,0,2,2
35,Private room,-73.73473,40.7167,Queens,1,38,1,3
85,Private room,-73.98186,40.6812,Brooklyn,1,0,1,1
91,Private room,-73.98959,40.76152,Manhattan,3,181,1,2
80,Private room,-73.92362,40.67178,Brooklyn,2,0,1,1
200,Entire home/apt,-73.9873,40.76119,Manhattan,3,181,0,2
80,Private room,-73.92321,40.67318,Brooklyn,2,0,1,1
175,Entire home/apt,-73.94885,40.68469,Brooklyn,1,0,0,1
45,Shared room,-73.94068,40.76048,Queens,5,88,2,3
96,Private room,-74.00145,40.7094,Manhattan,1,0,1,2
180,Entire home/apt,-73.92523,40.68466,Brooklyn,1,339,0,1
100,Entire home/apt,-73.92933,40.69216,Brooklyn,1,0,0,1
129,Entire home/apt,-73.95721,40.67487,Brooklyn,1,144,0,1
60,Private room,-73.90977,40.75807,Queens,1,19,1,3
135,Entire home/apt,-73.97241,40.79027,Manhattan,1,0,0,2
95,Private room,-73.99083,40.71541,Manhattan,1,27,1,2
